Data;Taxa (% a.a.);Fator diário;Financeiro (R$);Operações;Média;Mediana;Moda;Desvio padrão;Índice de curtose;
18/02/2016;14,15;1,00052531;555.335.654.990,37;875;14,15;14,14;14,15;0,017;2.518,935;
17/02/2016;14,15;1,00052531;558.888.721.712,81;885;14,15;14,14;14,15;0,019;3.088,739;
16/02/2016;14,15;1,00052531;552.534.634.704,54;945;14,14;14,14;14,15;0,101;239,427;
15/02/2016;14,15;1,00052531;544.352.401.489,07;883;14,15;14,14;14,15;0,018;946,685;
12/02/2016;14,15;1,00052531;502.132.741.707,17;899;14,15;14,14;14,15;0,024;937,427;
11/02/2016;14,15;1,00052531;511.203.046.451,66;871;14,15;14,14;14,15;0,019;510,488;
10/02/2016;14,15;1,00052531;495.862.304.302,51;829;14,15;14,14;14,15;0,02;787,382;
05/02/2016;14,15;1,00052531;468.586.271.662,16;816;14,15;14,14;14,15;0,019;2.154,979;
04/02/2016;14,15;1,00052531;508.713.690.983,08;892;14,15;14,14;14,15;0,018;1.724,919;
03/02/2016;14,15;1,00052531;517.982.799.190,54;903;14,15;14,14;14,15;0,017;1.500,873;
02/02/2016;14,15;1,00052531;505.313.661.912,77;858;14,15;14,14;14,15;0,024;811,789;
01/02/2016;14,15;1,00052531;508.556.347.180,82;907;14,15;14,14;14,15;0,018;1.273,301;
29/01/2016;14,15;1,00052531;532.767.455.073,89;934;14,15;14,14;14,15;0,019;821,894;
28/01/2016;14,15;1,00052531;548.109.755.904,53;870;14,15;14,14;14,15;0,018;669,763;
27/01/2016;14,15;1,00052531;542.624.744.262,39;899;14,15;14,14;14,15;0,021;554,076;
26/01/2016;14,15;1,00052531;546.364.471.556,06;890;14,15;14,14;14,15;0,03;677,813;
25/01/2016;14,15;1,00052531;540.578.321.360,67;635;14,15;14,15;14,15;0,012;929,494;
22/01/2016;14,15;1,00052531;548.681.271.553,92;660;14,15;14,15;14,15;0,019;3.536,114;
21/01/2016;14,15;1,00052531;587.521.446.958,77;910;14,15;14,14;14,15;0,019;582,58;
20/01/2016;14,15;1,00052531;679.160.917.809,47;839;14,15;14,14;14,15;0,054;187,836;
19/01/2016;14,15;1,00052531;710.742.093.962,21;895;14,15;14,14;14,15;0,017;848,482;
18/01/2016;14,15;1,00052531;737.410.469.745,44;885;14,15;14,14;14,15;0,023;753,565;
15/01/2016;14,15;1,00052531;722.243.254.522;888;14,15;14,14;14,15;0,016;720,89;
14/01/2016;14,15;1,00052531;736.125.574.857,22;914;14,15;14,14;14,15;0,014;1.018,961;
13/01/2016;14,15;1,00052531;739.256.231.036,15;889;14,15;14,14;14,15;0,015;3.871,282;
12/01/2016;14,15;1,00052531;743.012.256.590,46;931;14,15;14,14;14,15;0,017;7.303,226;
11/01/2016;14,15;1,00052531;731.774.339.141,63;915;14,15;14,14;14,15;0,021;3.377,888;
08/01/2016;14,15;1,00052531;733.433.768.212,28;910;14,15;14,14;14,15;0,022;2.571,009;
07/01/2016;14,15;1,00052531;762.235.708.449,64;921;14,15;14,14;14,15;0,017;2.516,375;
06/01/2016;14,15;1,00052531;765.909.824.620,26;877;14,15;14,14;14,15;0,023;2.957,92;
05/01/2016;14,15;1,00052531;767.446.798.047,7;908;14,15;14,14;14,15;0,023;1.636,216;
04/01/2016;14,15;1,00052531;732.324.123.687,19;927;14,15;14,14;14,15;0,027;1.103,936;
31/12/2015;14,15;1,00052531;428.966.159.755,73;165;14,15;14,15;14,15;0,03;2.949,813;
30/12/2015;14,15;1,00052531;450.427.244.785,86;129;14,15;14,15;14,15;0,025;2.824,332;
29/12/2015;14,15;1,00052531;538.296.161.323,06;862;14,15;14,14;14,15;0,063;768,744;
28/12/2015;14,15;1,00052531;530.289.441.130,94;965;14,14;14,14;14,15;0,069;199,761;
24/12/2015;14,15;1,00052531;461.205.925.460,7;375;14,15;14,15;14,15;0,019;835,565;
23/12/2015;14,15;1,00052531;459.167.800.261,47;432;14,14;14,15;14,15;0,091;278,966;
22/12/2015;14,15;1,00052531;519.637.055.709,76;981;14,15;14,14;14,15;0,026;550,586;
21/12/2015;14,15;1,00052531;508.057.336.320,03;889;14,15;14,14;14,15;0,023;1.209,299;
18/12/2015;14,15;1,00052531;531.443.179.116,83;893;14,15;14,14;14,15;0,023;1.229,136;
17/12/2015;14,15;1,00052531;542.874.507.708,27;910;14,14;14,14;14,15;0,224;686,023;
16/12/2015;14,15;1,00052531;532.305.633.425,28;892;14,15;14,14;14,15;0,02;727,327;
15/12/2015;14,15;1,00052531;540.701.996.552,64;907;14,16;14,14;14,15;0,398;1.641,887;
14/12/2015;14,15;1,00052531;533.182.501.180,05;910;14,15;14,14;14,15;0,028;488,342;
11/12/2015;14,15;1,00052531;532.985.063.992,72;877;14,15;14,14;14,15;0,021;459,303;
10/12/2015;14,15;1,00052531;539.420.868.087,06;938;14,15;14,14;14,15;0,035;669,186;
09/12/2015;14,15;1,00052531;533.565.682.844,74;898;14,15;14,14;14,15;0,019;654,192;
08/12/2015;14,15;1,00052531;515.413.712.974,93;888;14,15;14,14;14,15;0,027;1.897,923;
07/12/2015;14,15;1,00052531;508.098.910.660,43;907;14,15;14,14;14,15;0,028;2.131,412;
04/12/2015;14,15;1,00052531;517.141.524.155,2;944;14,15;14,14;14,15;0,019;825,937;
03/12/2015;14,15;1,00052531;554.073.490.817,9;915;14,15;14,14;14,15;0,023;3.829,45;
02/12/2015;14,15;1,00052531;556.190.490.561,3;940;14,15;14,14;14,15;0,019;2.987,797;
01/12/2015;14,15;1,00052531;529.563.798.822,45;880;14,14;14,14;14,15;0,063;490,944;
30/11/2015;14,15;1,00052531;477.510.977.770,96;991;14,15;14,14;14,15;0,024;539,596;
27/11/2015;14,15;1,00052531;476.755.081.717,48;914;14,15;14,14;14,15;0,017;883,416;
26/11/2015;14,15;1,00052531;477.129.857.461,98;952;14,14;14,14;14,15;0,075;2.098,775;
25/11/2015;14,15;1,00052531;414.011.746.724,1;933;14,15;14,14;14,15;0,032;486,149;
24/11/2015;14,15;1,00052531;427.856.387.671,03;940;14,15;14,14;14,15;0,017;669,529;
23/11/2015;14,15;1,00052531;460.584.521.432,83;945;14,15;14,14;14,15;0,017;1.859,05;
20/11/2015;14,15;1,00052531;429.967.714.207,09;616;14,15;14,15;14,15;0,016;1.317,16;
19/11/2015;14,15;1,00052531;461.437.488.357,44;631;14,15;14,15;14,15;0,018;1.769,447;
18/11/2015;14,15;1,00052531;504.133.949.601,31;952;14,15;14,14;14,15;0,017;709,546;
17/11/2015;14,15;1,00052531;504.986.510.127,84;961;14,15;14,14;14,15;0,02;457,994;
16/11/2015;14,15;1,00052531;490.546.767.613,14;929;14,15;14,14;14,15;0,019;722,836;
13/11/2015;14,15;1,00052531;473.059.229.932,53;968;14,15;14,14;14,15;0,024;920,326;
12/11/2015;14,15;1,00052531;492.581.846.946,55;911;14,15;14,14;14,15;0,024;1.036,099;
11/11/2015;14,15;1,00052531;490.971.099.314,47;952;14,15;14,14;14,15;0,02;802,802;
10/11/2015;14,15;1,00052531;467.345.395.989,36;983;14,15;14,14;14,15;0,019;4.119,153;
09/11/2015;14,15;1,00052531;475.590.331.620,28;944;14,15;14,14;14,15;0,017;769,499;
06/11/2015;14,15;1,00052531;465.806.971.978,29;978;14,15;14,14;14,15;0,028;428,95;
05/11/2015;14,15;1,00052531;478.361.018.480,53;988;14,15;14,14;14,15;0,02;1.099,007;
04/11/2015;14,15;1,00052531;470.625.716.509,78;952;14,15;14,14;14,15;0,018;994,018;
03/11/2015;14,15;1,00052531;472.919.447.560,96;975;14,15;14,14;14,15;0,022;733,45;
30/10/2015;14,15;1,00052531;461.478.210.847,68;932;14,15;14,14;14,15;0,019;573,828;
29/10/2015;14,15;1,00052531;485.153.717.077,5;978;14,15;14,14;14,15;0,017;823,722;
28/10/2015;14,15;1,00052531;480.125.031.568,56;933;14,15;14,14;14,15;0,026;6.748,584;
27/10/2015;14,15;1,00052531;469.860.137.950,16;954;14,15;14,14;14,15;0,023;1.168,715;
26/10/2015;14,15;1,00052531;475.619.503.000,76;981;14,15;14,14;14,15;0,018;1.975,04;
23/10/2015;14,15;1,00052531;494.829.135.001,56;939;14,15;14,14;14,15;0,02;884,978;
22/10/2015;14,15;1,00052531;490.152.380.149,71;905;14,15;14,14;14,15;0,027;653,067;
21/10/2015;14,15;1,00052531;491.155.131.940,59;975;14,15;14,14;14,15;0,027;520,893;
20/10/2015;14,15;1,00052531;525.538.790.119,06;958;14,15;14,14;14,15;0,019;1.819,543;
19/10/2015;14,15;1,00052531;509.927.851.777,71;940;14,15;14,14;14,15;0,022;1.309,301;
16/10/2015;14,15;1,00052531;504.308.213.257,34;933;14,15;14,14;14,15;0,028;545,304;
15/10/2015;14,15;1,00052531;500.559.478.329;918;14,15;14,14;14,15;0,019;1.397,666;
14/10/2015;14,15;1,00052531;492.579.047.806,36;929;14,15;14,14;14,15;0,021;884,046;
13/10/2015;14,15;1,00052531;485.601.476.489,59;955;14,15;14,14;14,15;0,023;876,643;
09/10/2015;14,15;1,00052531;491.962.720.820,22;916;14,15;14,14;14,15;0,02;1.566,859;
08/10/2015;14,15;1,00052531;511.726.735.068,87;900;14,15;14,14;14,15;0,021;900,194;
07/10/2015;14,15;1,00052531;504.048.541.196,96;953;14,15;14,14;14,15;0,018;873,943;
06/10/2015;14,15;1,00052531;500.316.073.461,67;922;14,15;14,14;14,15;0,021;618,401;
05/10/2015;14,15;1,00052531;516.227.165.693,79;951;14,15;14,14;14,15;0,017;1.939,704;
02/10/2015;14,15;1,00052531;505.252.997.938,94;988;14,15;14,14;14,15;0,027;890,019;
01/10/2015;14,15;1,00052531;491.431.765.326,58;938;14,15;14,14;14,15;0,018;1.012,105;
30/09/2015;14,15;1,00052531;310.735.695.024,12;1034;14,15;14,14;14,15;0,027;436,008;
29/09/2015;14,15;1,00052531;359.986.938.742,13;1106;14,15;14,14;14,15;0,024;456,987;
28/09/2015;14,15;1,00052531;358.654.595.005,46;955;14,15;14,14;14,15;0,021;556,353;
25/09/2015;14,15;1,00052531;378.387.875.916,55;945;14,15;14,14;14,15;0,022;851,754;
24/09/2015;14,15;1,00052531;408.503.113.035,33;955;14,15;14,14;14,15;0,031;787,582;
23/09/2015;14,15;1,00052531;391.530.651.005,52;950;14,15;14,14;14,15;0,028;467,517;
22/09/2015;14,15;1,00052531;381.864.959.803,84;952;14,15;14,14;14,15;0,044;638,607;
21/09/2015;14,15;1,00052531;380.880.282.688,61;928;14,15;14,14;14,15;0,019;630,847;
18/09/2015;14,15;1,00052531;408.827.039.488,28;982;14,15;14,14;14,15;0,018;576,778;
17/09/2015;14,15;1,00052531;415.791.445.266,04;940;14,15;14,14;14,15;0,018;1.986,386;
16/09/2015;14,15;1,00052531;420.676.959.799,86;945;14,15;14,14;14,15;0,026;544,833;
15/09/2015;14,15;1,00052531;429.289.751.555,51;946;14,15;14,14;14,15;0,018;859,919;
14/09/2015;14,15;1,00052531;422.480.795.706,24;930;14,15;14,14;14,15;0,021;649,871;
11/09/2015;14,15;1,00052531;428.972.725.817,28;941;14,15;14,14;14,15;0,022;661,838;
10/09/2015;14,15;1,00052531;497.911.178.391,85;994;14,15;14,14;14,15;0,025;829,684;
09/09/2015;14,15;1,00052531;494.779.147.146,53;951;14,15;14,14;14,15;0,037;398,534;
08/09/2015;14,15;1,00052531;489.711.549.114,16;986;14,15;14,14;14,15;0,032;544,814;
04/09/2015;14,15;1,00052531;414.108.823.630,84;982;14,15;14,14;14,15;0,024;1.075,914;
03/09/2015;14,15;1,00052531;419.428.216.369,78;936;14,15;14,14;14,15;0,02;1.023,349;
02/09/2015;14,15;1,00052531;333.692.356.578,66;1094;14,15;14,14;14,15;0,036;461,739;
01/09/2015;14,15;1,00052531;332.676.336.548,76;1093;14,15;14,14;14,15;0,031;5.007,951;
31/08/2015;14,15;1,00052531;309.324.877.448,83;1076;14,15;14,14;14,15;0,025;586,454;
28/08/2015;14,15;1,00052531;314.803.546.563,31;991;14,15;14,14;14,15;0,023;2.520,588;
27/08/2015;14,15;1,00052531;330.843.684.418,86;1029;14,15;14,14;14,15;0,025;446,207;
26/08/2015;14,15;1,00052531;329.691.885.170,84;1102;14,15;14,14;14,15;0,025;637,369;
25/08/2015;14,15;1,00052531;338.701.300.102,48;1064;14,15;14,14;14,15;0,021;507,067;
24/08/2015;14,15;1,00052531;327.559.703.087,3;1081;14,15;14,14;14,15;0,024;390,795;
21/08/2015;14,15;1,00052531;325.813.933.313,52;1103;14,15;14,14;14,15;0,023;499,913;
20/08/2015;14,15;1,00052531;356.920.941.099,37;989;14,15;14,14;14,15;0,019;715,047;
19/08/2015;14,15;1,00052531;361.480.775.900,61;1030;14,15;14,14;14,15;0,023;767,795;
18/08/2015;14,15;1,00052531;354.668.121.043,49;1128;14,15;14,14;14,15;0,027;1.172,119;
17/08/2015;14,15;1,00052531;365.627.178.488,88;1062;14,15;14,14;14,15;0,021;529,459;
14/08/2015;14,15;1,00052531;355.581.877.213,74;1115;14,15;14,14;14,15;0,031;470,715;
13/08/2015;14,15;1,00052531;385.991.208.010,5;963;14,15;14,14;14,15;0,019;395,352;
12/08/2015;14,15;1,00052531;388.856.126.309,96;971;14,15;14,14;14,15;0,024;2.222,091;
11/08/2015;14,15;1,00052531;383.544.632.780,12;996;14,15;14,14;14,15;0,025;1.344,18;
10/08/2015;14,15;1,00052531;387.237.172.904,28;1003;14,15;14,14;14,15;0,029;494,537;
07/08/2015;14,15;1,00052531;390.216.959.704,23;950;14,15;14,14;14,15;0,027;477,704;
06/08/2015;14,15;1,00052531;376.096.768.324,72;985;14,15;14,14;14,15;0,022;545,189;
05/08/2015;14,15;1,00052531;378.238.005.726,96;982;14,15;14,14;14,15;0,021;1.847,904;
04/08/2015;14,15;1,00052531;374.984.697.312,48;1011;14,15;14,14;14,15;0,028;933,776;
03/08/2015;14,15;1,00052531;355.886.248.954,89;1086;14,15;14,14;14,15;0,035;432,565;
31/07/2015;14,15;1,00052531;351.909.423.383,29;1128;14,15;14,14;14,15;0,066;54.415,549;
30/07/2015;14,15;1,00052531;341.242.010.861,4;1093;14,15;14,14;14,15;0,03;622,122;
29/07/2015;13,65;1,00050788;330.882.420.052,67;1077;13,65;13,64;13,65;0,03;786,081;
28/07/2015;13,65;1,00050788;323.011.229.409,09;1122;13,65;13,64;13,65;0,022;1.456,757;
27/07/2015;13,65;1,00050788;338.211.458.363,51;1093;13,65;13,64;13,65;0,028;946,829;
24/07/2015;13,65;1,00050788;338.403.000.453,21;1075;13,65;13,64;13,65;0,02;592,704;
23/07/2015;13,65;1,00050788;337.607.997.209,99;1107;13,65;13,64;13,65;0,025;820,295;
22/07/2015;13,65;1,00050788;328.985.501.075,96;1081;13,65;13,64;13,65;0,029;488,833;
21/07/2015;13,65;1,00050788;334.515.218.990,26;1151;13,65;13,64;13,65;0,019;1.213,547;
20/07/2015;13,65;1,00050788;366.074.170.587;1049;13,65;13,64;13,65;0,02;2.045,553;
17/07/2015;13,65;1,00050788;358.368.907.600,15;991;13,65;13,64;13,65;0,021;664,995;
16/07/2015;13,65;1,00050788;368.990.663.208,72;1059;13,65;13,64;13,65;0,024;623,427;
15/07/2015;13,65;1,00050788;373.035.912.822,88;1068;13,65;13,64;13,65;0,02;1.426,565;
14/07/2015;13,65;1,00050788;367.592.784.355,45;1048;13,65;13,64;13,65;0,025;759,808;
13/07/2015;13,65;1,00050788;367.011.832.791,86;1109;13,65;13,64;13,65;0,027;1.092,63;
10/07/2015;13,65;1,00050788;377.351.598.884,82;1088;13,65;13,64;13,65;0,025;621,27;
09/07/2015;13,65;1,00050788;351.775.147.418,57;723;13,65;13,65;13,65;0,017;1.362,959;
08/07/2015;13,65;1,00050788;356.051.845.233,8;811;13,65;13,65;13,65;0,022;865,811;
07/07/2015;13,65;1,00050788;349.850.449.795,8;1112;13,65;13,64;13,65;0,029;571,964;
06/07/2015;13,65;1,00050788;350.439.235.831,55;994;13,65;13,64;13,65;0,02;604,678;
03/07/2015;13,65;1,00050788;353.924.367.289,57;1035;13,65;13,64;13,65;0,025;1.054,306;
02/07/2015;13,65;1,00050788;376.900.379.708,6;1085;13,65;13,64;13,65;0,031;666,254;
01/07/2015;13,65;1,00050788;371.619.175.990,12;1034;13,65;13,64;13,65;0,023;1.755,45;
30/06/2015;13,65;1,00050788;297.085.129.247,2;1183;13,65;13,64;13,65;0,034;446,917;
29/06/2015;13,65;1,00050788;299.220.485.037,45;1323;13,65;13,64;13,65;0,025;1.975,795;
26/06/2015;13,65;1,00050788;295.921.531.468,21;1205;13,65;13,64;13,65;0,025;746,548;
25/06/2015;13,65;1,00050788;309.201.951.884,55;1126;13,65;13,64;13,65;0,026;1.628,801;
24/06/2015;13,65;1,00050788;300.120.270.926;1149;13,65;13,64;13,65;0,03;758,954;
23/06/2015;13,65;1,00050788;300.115.457.672,49;1223;13,61;13,64;13,65;0,466;210,514;
22/06/2015;13,65;1,00050788;296.436.406.614,53;1133;13,65;13,64;13,65;0,025;1.292,248;
19/06/2015;13,65;1,00050788;311.048.884.510,34;1122;13,65;13,64;13,65;0,023;780,561;
18/06/2015;13,65;1,00050788;324.316.887.177,21;1104;13,65;13,64;13,65;0,029;2.653,515;
17/06/2015;13,65;1,00050788;321.733.055.121,69;1079;13,65;13,64;13,65;0,03;619,864;
16/06/2015;13,65;1,00050788;328.496.383.817,87;1095;13,64;13,64;13,65;0,036;382,882;
15/06/2015;13,65;1,00050788;332.778.006.358,85;1108;13,65;13,64;13,65;0,026;817,26;
12/06/2015;13,65;1,00050788;323.260.871.498,72;1090;13,64;13,64;13,65;0,055;345,931;
11/06/2015;13,65;1,00050788;329.119.494.212,62;1098;13,65;13,64;13,65;0,022;1.341,501;
10/06/2015;13,65;1,00050788;326.866.340.280,2;1087;13,65;13,64;13,65;0,023;1.318,213;
09/06/2015;13,65;1,00050788;329.727.246.849,23;1129;13,65;13,64;13,65;0,022;583,986;
08/06/2015;13,65;1,00050788;324.296.812.528,69;1100;13,65;13,64;13,65;0,041;1.278,468;
05/06/2015;13,65;1,00050788;317.475.386.090,1;1073;13,65;13,64;13,65;0,044;1.004,148;
03/06/2015;13,15;1,00049037;307.512.753.885,98;1089;13,15;13,14;13,15;0,041;418,364;
02/06/2015;13,15;1,00049037;344.537.881.947,7;1099;13,15;13,14;13,15;0,03;508,086;
01/06/2015;13,15;1,00049037;323.726.687.001,97;1132;13,15;13,14;13,15;0,028;683,412;
29/05/2015;13,15;1,00049037;307.282.507.494,74;1144;13,15;13,14;13,15;0,031;542,938;
28/05/2015;13,15;1,00049037;334.414.843.940,39;1105;13,15;13,14;13,15;0,026;611,228;
27/05/2015;13,15;1,00049037;324.720.766.234,36;1105;13,15;13,14;13,15;0,023;368,26;
26/05/2015;13,15;1,00049037;308.490.495.483,04;1138;13,15;13,14;13,15;0,03;378,889;
25/05/2015;13,15;1,00049037;334.721.525.731,13;1116;13,15;13,14;13,15;0,023;2.034,026;
22/05/2015;13,15;1,00049037;328.647.441.704,26;1129;13,14;13,14;13,15;0,049;231,714;
21/05/2015;13,15;1,00049037;335.280.864.728,43;1120;13,15;13,14;13,15;0,026;235,26;
20/05/2015;13,15;1,00049037;375.265.210.207,37;1005;13,15;13,14;13,15;0,027;369,025;
19/05/2015;13,15;1,00049037;381.107.690.777,6;1092;13,15;13,14;13,15;0,033;1.610,55;
18/05/2015;13,15;1,00049037;374.561.425.002,28;1117;13,15;13,14;13,15;0,03;362,297;
15/05/2015;13,15;1,00049037;380.538.930.243,86;1134;13,15;13,14;13,15;0,034;562,169;
14/05/2015;13,15;1,00049037;337.551.596.474,06;1119;13,15;13,14;13,15;0,023;489,091;
13/05/2015;13,15;1,00049037;326.951.030.400,01;1085;13,15;13,14;13,15;0,027;645,945;
12/05/2015;13,15;1,00049037;341.389.259.455,91;1129;13,15;13,14;13,15;0,028;974,985;
11/05/2015;13,15;1,00049037;328.150.198.626,5;1079;13,15;13,14;13,15;0,023;1.454,989;
08/05/2015;13,15;1,00049037;334.341.149.501,15;1120;13,15;13,14;13,15;0,023;543,515;
07/05/2015;13,15;1,00049037;355.319.015.267,53;1109;13,15;13,14;13,15;0,065;521,564;
06/05/2015;13,15;1,00049037;335.100.078.290,95;1073;13,15;13,14;13,15;0,028;527,382;
05/05/2015;13,15;1,00049037;333.037.230.732,54;1017;13,14;13,14;13,15;0,062;544,037;
04/05/2015;13,15;1,00049037;303.193.333.001,93;1060;13,14;13,14;13,15;0,075;837,88;
30/04/2015;13,15;1,00049037;300.270.602.634,7;1112;13,14;13,14;13,15;0,048;220,449;
29/04/2015;12,67;1,00047350;260.349.144.971,46;1903;12,68;12,65;12,66;0,07;17,375;
28/04/2015;12,67;1,00047350;248.153.938.369,14;1523;12,67;12,64;12,65;0,083;33,848;
27/04/2015;12,66;1,00047314;242.142.443.037,78;1499;12,66;12,64;12,65;0,071;29,117;
24/04/2015;12,65;1,00047279;255.861.540.548,53;1167;12,65;12,64;12,65;0,027;403,663;
23/04/2015;12,65;1,00047279;279.886.797.471,39;1145;12,65;12,64;12,65;0,024;367,46;
22/04/2015;12,65;1,00047279;289.325.800.650,43;1119;12,65;12,64;12,65;0,029;460,069;
20/04/2015;12,65;1,00047279;311.840.000.042,52;1078;12,65;12,64;12,65;0,021;349,637;
17/04/2015;12,65;1,00047279;310.700.538.670,67;1096;12,65;12,64;12,65;0,024;383,084;
16/04/2015;12,65;1,00047279;335.668.131.254,82;1088;12,65;12,64;12,65;0,028;542,23;
15/04/2015;12,65;1,00047279;339.406.529.996,5;1091;12,64;12,64;12,65;0,06;959,913;
14/04/2015;12,65;1,00047279;342.893.363.207,47;1083;12,65;12,64;12,65;0,022;408,832;
13/04/2015;12,65;1,00047279;335.897.768.760,44;1042;12,65;12,64;12,65;0,028;436,473;
10/04/2015;12,65;1,00047279;349.727.611.731,54;1074;12,65;12,64;12,65;0,024;428,633;
09/04/2015;12,65;1,00047279;382.676.379.045,85;1064;12,65;12,64;12,65;0,022;868,993;
08/04/2015;12,65;1,00047279;379.944.211.120,14;1061;12,65;12,64;12,65;0,023;515,706;
07/04/2015;12,65;1,00047279;370.482.946.213,7;1079;12,65;12,64;12,65;0,027;555,431;
06/04/2015;12,65;1,00047279;382.194.859.858,48;1073;12,65;12,64;12,65;0,022;619,382;
02/04/2015;12,65;1,00047279;413.464.627.451,18;1101;12,65;12,64;12,65;0,022;555,753;
01/04/2015;12,65;1,00047279;437.644.201.275,18;1005;12,65;12,64;12,65;0,023;573,409;
31/03/2015;12,65;1,00047279;313.937.011.410,81;1087;12,65;12,64;12,65;0,024;350,391;
30/03/2015;12,65;1,00047279;292.721.348.948,74;1035;12,64;12,64;12,65;0,043;270,797;
27/03/2015;12,65;1,00047279;302.435.274.082,56;1071;12,64;12,64;12,65;0,038;334,406;
26/03/2015;12,65;1,00047279;312.807.423.286,59;1035;12,65;12,64;12,65;0,03;418,855;
25/03/2015;12,65;1,00047279;325.326.324.580,73;1056;12,65;12,64;12,65;0,023;361,962;
24/03/2015;12,65;1,00047279;336.764.953.651,82;1055;12,65;12,64;12,65;0,025;350,083;
23/03/2015;12,65;1,00047279;342.858.521.971,81;1068;12,65;12,64;12,65;0,023;448,451;
20/03/2015;12,65;1,00047279;382.793.106.554,88;1031;12,64;12,64;12,65;0,061;157,167;
19/03/2015;12,65;1,00047279;391.145.064.323,83;1029;12,65;12,64;12,65;0,022;378,577;
18/03/2015;12,65;1,00047279;399.757.118.568,89;1030;12,65;12,64;12,65;0,021;845,993;
17/03/2015;12,65;1,00047279;397.804.675.843,37;1029;12,64;12,64;12,65;0,046;267,729;
16/03/2015;12,65;1,00047279;418.644.750.916,37;1040;12,65;12,64;12,65;0,025;1.203,714;
13/03/2015;12,65;1,00047279;397.956.601.610,3;984;12,65;12,64;12,65;0,023;774,303;
12/03/2015;12,65;1,00047279;475.492.316.565,37;1389;12,63;12,64;12,65;0,109;55,79;
11/03/2015;12,65;1,00047279;519.480.110.559,07;1195;12,65;12,64;12,65;0,029;457,309;
10/03/2015;12,65;1,00047279;528.454.066.272,48;1208;12,65;12,64;12,65;0,042;293,262;
09/03/2015;12,65;1,00047279;523.610.968.104,5;1211;12,65;12,64;12,65;0,029;500,96;
06/03/2015;12,65;1,00047279;434.584.006.777,27;1177;12,65;12,64;12,65;0,028;655,045;
05/03/2015;12,65;1,00047279;458.837.473.072,59;1180;12,65;12,64;12,65;0,025;557,428;
04/03/2015;12,15;1,00045513;357.557.733.786,15;1179;12,15;12,14;12,15;0,029;474,094;
03/03/2015;12,15;1,00045513;352.422.962.004,96;1206;12,15;12,14;12,15;0,034;328,19;
02/03/2015;12,15;1,00045513;372.258.863.088,56;1192;12,15;12,14;12,15;0,029;448,673;
27/02/2015;12,15;1,00045513;370.440.842.743,15;1166;12,15;12,14;12,15;0,032;424,912;
26/02/2015;12,15;1,00045513;404.386.654.621,3;1183;12,15;12,14;12,15;0,026;477,142;
25/02/2015;12,15;1,00045513;411.245.974.110,94;1157;12,15;12,14;12,15;0,024;299,604;
24/02/2015;12,15;1,00045513;422.409.929.340,56;1229;12,15;12,14;12,15;0,031;187,404;
23/02/2015;12,15;1,00045513;425.418.851.678,92;1217;12,15;12,14;12,15;0,023;536,103;
20/02/2015;12,15;1,00045513;460.908.632.612,56;1196;12,15;12,14;12,15;0,027;474,939;
19/02/2015;12,15;1,00045513;472.084.383.004,61;1161;12,15;12,14;12,15;0,022;539,55;
18/02/2015;12,15;1,00045513;460.820.554.689,36;1129;12,15;12,14;12,15;0,022;551,732;
13/02/2015;12,15;1,00045513;276.967.444.298,74;1164;12,15;12,14;12,15;0,032;310,546;
12/02/2015;12,15;1,00045513;499.057.258.865,43;1164;12,15;12,14;12,15;0,021;589,235;
11/02/2015;12,15;1,00045513;491.363.203.024,36;1147;12,15;12,14;12,15;0,02;1.360,338;
10/02/2015;12,15;1,00045513;477.965.960.387,78;1165;12,15;12,14;12,15;0,025;508,201;
09/02/2015;12,15;1,00045513;474.182.124.373,83;1141;12,15;12,14;12,15;0,023;464,295;
06/02/2015;12,15;1,00045513;440.906.325.262,8;1141;12,15;12,14;12,15;0,022;436,628;
05/02/2015;12,15;1,00045513;452.680.096.157,45;1169;12,15;12,14;12,15;0,033;448,504;
04/02/2015;12,15;1,00045513;450.959.252.895,58;1173;12,15;12,14;12,15;0,022;391,987;
03/02/2015;12,15;1,00045513;404.788.310.462,75;1232;12,15;12,14;12,15;0,039;318,601;
02/02/2015;12,15;1,00045513;431.826.539.781,01;1171;12,15;12,14;12,15;0,029;443,292;
30/01/2015;12,15;1,00045513;427.285.864.207,61;1162;12,15;12,14;12,15;0,021;532,925;
29/01/2015;12,15;1,00045513;438.432.328.546,94;1179;12,15;12,14;12,15;0,032;435,616;
28/01/2015;12,15;1,00045513;422.402.970.636,53;1116;12,15;12,14;12,15;0,029;437,921;
27/01/2015;12,15;1,00045513;416.637.509.149,92;1139;12,15;12,14;12,15;0,03;426,132;
26/01/2015;12,15;1,00045513;418.835.668.568,01;1168;12,15;12,14;12,15;0,024;490,438;
23/01/2015;12,15;1,00045513;434.211.374.167,38;1157;12,15;12,14;12,15;0,024;449,323;
22/01/2015;12,15;1,00045513;458.636.500.055,27;1154;12,15;12,14;12,15;0,021;558,93;
21/01/2015;11,65;1,00043739;451.130.252.155,08;1168;11,65;11,64;11,65;0,021;426,884;
20/01/2015;11,65;1,00043739;484.455.885.946,7;1144;11,65;11,64;11,65;0,02;412,62;
19/01/2015;11,65;1,00043739;545.010.855.203,28;1156;11,65;11,64;11,65;0,017;432,105;
16/01/2015;11,65;1,00043739;533.200.817.405,21;1206;11,65;11,64;11,65;0,017;468,019;
15/01/2015;11,65;1,00043739;537.391.819.635,27;1191;11,65;11,64;11,65;0,018;730,502;
